sample_key,idx,verifier_group,target,project,cwe,func_char_len,func_line_count,func_signature,zero_shot_pred,icl_pred,old_rag_pred,positive_weighted_rag_pred,balanced_grouped_no_label_bc_pred,retrieval_top1_evidence_role,retrieval_pos_neg_margin_max,method_pred_entropy,top_calls
idx:232329,232329,icl_method_only,0,gpac,CWE-476,15893,499,"static GF_Err gf_isom_parse_movie_boxes_internal(GF_ISOFile *mov, u32 *boxType, u64 *bytesMissing, Bool progressive_mode)",1,0,1,1,1,vulnerable_changed,0.005853891372680664,0.5435644431995964,gf_isom_box_del|gf_list_add|GF_LOG|gf_list_count|gf_list_get|gf_bs_get_position|senc_Parse|gf_isom_push_mdat_end|gf_isom_meta_restore_items_ref|convert_compact_sample_groups|gf_isom_box_new|gf_list_del_item|gf_isom_parse_movie_boxes_internal|assert|gf_bs_seek|gf_bs_available|gf_isom_parse_root_box|gf_isom_setup_traf_inheritance|gf_isom_box_array_del|one
idx:227022,227022,icl_method_only,0,weechat,CWE-476,3216,105,IRC_PROTOCOL_CALLBACK(352),1,0,1,0,1,vulnerable_changed,0.004722297191619873,0.8112781244591328,strlen|free|s|IRC_PROTOCOL_CALLBACK|IRC_PROTOCOL_MIN_ARGS|message|strcmp|irc_channel_search|irc_nick_search|malloc|snprintf|irc_nick_set_host|irc_nick_set_away|weechat_hashtable_has_key|strdup|who|weechat_printf_date_tags|irc_msgbuffer_get_target_buffer|irc_protocol_tags|weechat_prefix
idx:238322,238322,icl_method_only,0,barebox,CWE-200,305,20,"int digest_generic_verify(struct digest *d, const unsigned char *md)",1,0,1,0,0,fixed_changed,-0.0016684532165527344,0.8112781244591328,digest_generic_verify|digest_length|xmalloc|digest_final|crypto_memneq|free
idx:412332,412332,icl_method_only,0,rizin,CWE-415,144,5,static RzList *maps(RzBinFile *bf) {,1,0,0,0,1,safe_background,-0.011324584484100342,0.8112781244591328,maps|rz_return_val_if_fail|rz_list_clone
idx:223089,223089,icl_method_only,0,ImageMagick,CWE-190,8029,257,"static Image *ReadPCLImage(const ImageInfo *image_info,ExceptionInfo *exception)",1,0,1,1,1,vulnerable_changed,0.011409521102905273,0.5435644431995964,FormatLocaleString|assert|memset|sscanf|floor|ParseAbsoluteGeometry|DestroyImageList|LocaleNCompare|strlen|GetDelegateInfo|ReadBlobByte|CastDoubleToLong|DestroyImage|AcquireString|CopyMagickString|DestroyString|RelinquishUniqueFileResource|ReadPCLImage|LogMagickEvent|GetMagickModule
idx:233862,233862,icl_method_only,0,deark,CWE-369,1471,49,"void fmtutil_macbitmap_read_pixmap_only_fields(deark *c, dbuf *f, struct fmtutil_macbitmap_info *bi,",1,0,1,0,0,vulnerable_changed,0.0006301999092102051,0.954434002924965,de_dbg|dbuf_getu16be|dbuf_getu32be|de_dbg_indent|pict_read_fixed|fmtutil_macbitmap_read_pixmap_only_fields
idx:442587,442587,icl_method_only,0,spice,CWE-193,1193,42,"void *memslot_get_virt(RedMemSlotInfo *info, QXLPHYSICAL addr, uint32_t add_size,",1,0,1,1,1,vulnerable_changed,0.0020112991333007812,0.8112781244591328,spice_critical|print_memslots|memslot_get_virt|memslot_get_id|memslot_get_generation|__get_clean_virt|memslot_validate_virt
idx:264367,264367,icl_method_only,0,tensorflow,CWE-345,2392,61,"bool TensorSliceReader::CopySliceData(const string& name,",1,0,1,1,1,safe_background,-0.00042563676834106445,0.5435644431995964,data|VLOG|DebugString|FindTensorSlice|shape|num_elements|CopySliceData|l|LoadAllShards|FindWithDefault|CHECK_GE|EncodeTensorNameSlice|Get|ParseProtoUnlimited|SliceTensorShape|ok|CopyDataFromTensorSliceToTensorSlice
idx:500044,500044,icl_method_only,0,openssl,CWE-20,1670,56,kssl_keytab_is_available(KSSL_CTX *kssl_ctx),1,0,0,0,0,fixed_changed,-0.006928682327270508,0.954434002924965,kssl_keytab_is_available|krb5_init_context|krb5_kt_resolve|krb5_kt_default|krb5_sname_to_principal|krb5_kt_get_entry|krb5_kt_free_entry|krb5_kt_close|krb5_free_principal|krb5_free_context
idx:220168,220168,icl_method_only,0,tensorflow,CWE-401,5125,104,"void DecodePngV2(OpKernelContext* context, StringPiece input) {",1,0,1,1,1,vulnerable_changed,0.004166901111602783,0.5435644431995964,OP_REQUIRES|InvalidArgument|CommonFinishDecode|size|CommonFreeDecode|OP_REQUIRES_OK|allocate_output|TensorShape|data|get|DecodePngV2|CommonInitDecode|MakeCleanup|TODO|decode_|uint16|buffer|buf|max|device
idx:286739,286739,icl_method_only,0,swtpm,CWE-125,1391,45,"SWTPM_NVRAM_CheckHeader(unsigned char *data, uint32_t length,",1,0,1,1,1,vulnerable_changed,0.0013467669486999512,0.5435644431995964,logprintf|ntohs|SWTPM_NVRAM_CheckHeader|ntohl|htonl
idx:448912,448912,icl_method_only,0,zlib,CWE-787,26047,678,"int ZEXPORT inflate(strm, flush)",1,0,1,1,1,vulnerable_changed,0.010508298873901367,0.8112781244591328,DROPBITS|BITS|NEEDBITS|INITBITS|Tracev|crc32|PULLBYTE|inflate|CRC2|Tracevv|RESTORE|inflate_table|LOAD|adler32|zmemcpy|ZSWAP32|BYTEBITS|UPDATE_CHECK|updatewindow|inflateStateCheck
idx:500663,500663,icl_method_only,0,libssh,CWE-399,2430,90,"int sftp_mkdir(sftp_session sftp, const char *directory, mode_t mode) {",1,0,0,0,1,vulnerable_changed,0.003929734230041504,0.954434002924965,ssh_buffer_free|ssh_set_error_oom|ssh_string_free|sftp_message_free|sftp_set_error|status_msg_free|ssh_set_error|sftp_mkdir|ssh_buffer_new|ssh_string_from_char|ZERO_STRUCT|sftp_get_new_id|buffer_add_u32|buffer_add_ssh_string|buffer_add_attributes|sftp_packet_write|sftp_read_and_dispatch|sftp_dequeue|parse_status_msg|sftp_lstat
idx:308163,308163,icl_method_only,0,linux,CWE-401,686,29,"static int fastrpc_dma_buf_attach(struct dma_buf *dmabuf,",1,0,0,0,0,vulnerable_changed,0.0010898709297180176,1.0,fastrpc_dma_buf_attach|kzalloc|dma_get_sgtable|FASTRPC_PHYS|dev_err|kfree|INIT_LIST_HEAD|mutex_lock|list_add|mutex_unlock
idx:389760,389760,icl_method_only,0,jasper,CWE-703,4234,170,"cmdopts_t *cmdopts_parse(int argc, char **argv)",1,0,1,0,0,vulnerable_changed,0.005607903003692627,0.954434002924965,fprintf|atoi|addopt|cmdopts_destroy|badusage|cmdopts_parse|malloc|exit|get_default_max_mem_usage|jas_getopt|strtoull
idx:215948,215948,icl_method_only,1,nettle,CWE-310,1312,60,"ecc_256_modp (const struct ecc_modulo *p, mp_limb_t *rp)",0,1,0,0,1,vulnerable_changed,0.012684822082519531,1.0,ecc_256_modp|assert|mpn_submul_1|cnd_sub_n|cnd_add_n
idx:279948,279948,icl_method_only,0,vim,CWE-787,1360,55,"ex_copy(linenr_T line1, linenr_T line2, linenr_T n)",1,0,1,1,1,safe_background,-0.00045734643936157227,0.5435644431995964,destination|source|vim_strsave|ml_append|ex_copy|u_save|ml_get|vim_free|appended_lines_mark|check_pos|msgmore
idx:219931,219931,icl_method_only,0,tensorflow,CWE-617,3008,80,"Status ConstantFolding::EvaluateOneFoldable(const NodeDef& node,",1,0,0,0,1,vulnerable_changed,0.005847573280334473,0.954434002924965,dtype|Status|StrCat|at|size|name|TF_RETURN_IF_ERROR|InvalidArgument|tensor_shape|EvaluateOneFoldable|MakeCleanup|input|ParseTensorName|index|GetNode|IsReallyConstant|CheckAttrExists|attr|tensor|ToString
idx:435409,435409,icl_method_only,0,ghostpdl,CWE-120,4557,118,"jetp3852_print_page(gx_device_printer *pdev, gp_file *prn_stream)",1,0,1,1,1,vulnerable_context,0.0022016167640686035,0.5435644431995964,gp_fputs|spread3|gp_fprintf|jetp3852_print_page|DATA_SIZE|memset|gdev_mem_bytes_per_scan_line|emprintf2|return_error|gdev_prn_copy_scan_lines|in|gp_fputc|gp_fwrite
idx:379334,379334,icl_method_only,0,vim,CWE-787,9168,364,parse_command_modifiers(,1,0,1,1,1,vulnerable_changed,0.0052356719970703125,0.5435644431995964,checkforcmd_noparen|_|skipwhite|ends_excmd|VIM_ISWHITE|mch_memmove|getline_equal|has_cmdmod|checkforcmd_opt|defined|ends_excmd2|parse_command_modifiers|in_vim9script|CLEAR_POINTER|STRNCMP|command|comment_start|vim_strchr|skip_range|func
idx:232289,232289,icl_method_only,0,libjpeg,CWE-703,6336,173,bool SampleInterleavedLSScan::ParseMCU(void),1,0,1,1,1,vulnerable_changed,0.005180239677429199,0.5435644431995964,UpdateContext|QuantizedGradient|HeightOf|assert|GetContext|GolombParameter|GolombDecode|InverseErrorMapping|ErrorMappingOffset|Reconstruct|UpdateState|ParseMCU|FractionalColorBitsOf|CurrentLine|StartLine|BeginReadMCU|ByteStreamOf|isRunMode|DecodeRun|error
idx:431633,431633,icl_method_only,0,ImageMagick,CWE-787,15822,417,"static Image *ReadCINImage(const ImageInfo *image_info,ExceptionInfo *exception)",1,0,1,1,1,vulnerable_changed,0.005995392799377441,0.5435644431995964,ReadBlob|ReadBlobFloat|ReadBlobByte|CopyMagickString|SetImageProperty|ReadBlobLong|IsFloatDefined|FormatImageProperty|ThrowReaderException|assert|DestroyImageList|memset|GetBlobSize|CloseBlob|GetBytesPerRow|ReadCINImage|LogMagickEvent|GetMagickModule|AcquireImage|OpenBlob
idx:463134,463134,icl_method_only,0,cyrus-imapd,CWE-732,3416,106,"static int write_entry(struct mailbox *mailbox,",1,0,0,0,1,vulnerable_changed,0.00784599781036377,1.0,syslog|key_as_string|tid|s|buf_free|write_entry|_annotate_getdb|annotate_begin|make_key|read_old_value|memcmp|mailbox_quota_check|mailbox_annot_changed|cyrusdb_delete|make_entry|cyrusdb_store|sync_log_annotation|annotate_putdb
idx:232405,232405,icl_method_only,0,tensorflow,CWE-476,2915,58,"void MakeDataset(OpKernelContext* ctx, DatasetBase** output) override {",1,0,0,0,1,vulnerable_changed,0.0026079416275024414,1.0,shape|OP_REQUIRES|DebugString|OP_REQUIRES_OK|InvalidArgument|input|NumElements|IsVector|MakeDataset|IsMatrix|TODO|order|parse_example|dim_size|Unimplemented|std_order|Create|TensorShape|move
idx:256441,256441,icl_method_only,0,pjproject,CWE-200,1449,48,PJ_DEF(pj_status_t) pjmedia_rtcp_fb_parse_rpsi(,1,0,0,1,1,vulnerable_changed,0.0011413097381591797,0.8112781244591328,PJ_PERROR|PJ_ASSERT_RETURN|PJ_DEF|pjmedia_rtcp_fb_parse_rpsi|pj_ntohs|pj_strset
idx:224154,224154,icl_method_only,0,mruby,CWE-476,1318,59,"gen_hash(codegen_scope *s, node *tree, int val, int limit)",1,0,0,1,1,vulnerable_context,0.0025893449783325195,0.954434002924965,cursp|genop_2|pop|push|pop_n|codegen|gen_hash|nint|genop_1
idx:365760,365760,icl_method_only,0,linux,CWE-703,827,35,static void sixpack_close(struct tty_struct *tty),1,0,1,0,1,vulnerable_changed,0.005418658256530762,0.8112781244591328,del_timer_sync|kfree|sixpack_close|write_lock_irq|write_unlock_irq|refcount_dec_and_test|wait_for_completion|netif_stop_queue|unregister_netdev|free_netdev
idx:210520,210520,icl_method_only,1,vim,CWE-125,3834,183,get_lisp_indent(void),0,1,0,0,1,safe_background,0.0007871389389038086,1.0,findmatch|lbr_chartabsize_adv|VIM_ISWHITE|ml_get_curline|get_indent|let|lbr_chartabsize|get_lisp_indent|vim_strchr|LT_POSP|same|linewhite|rules|instead|of|lisp_match
idx:195308,195308,icl_baseline_only,1,flatpak,CWE-20,10440,275,"setup_seccomp (FlatpakBwrap   *bwrap,",1,0,1,0,1,vulnerable_changed,0.001347362995147705,0.8112781244591328,SCMP_SYS|flatpak_fail_error|_|SCMP_ACT_ERRNO|SCMP_A0|strcmp|seccomp_rule_add|defined|G_N_ELEMENTS|SCMP_A1|clone3|seccomp_arch_add|g_return_val_if_fail|seccomp_rule_add_exact|setup_seccomp|__attribute__|cleanup|tty|clone|g_auto
idx:498160,498160,icl_baseline_only,0,nettle,CWE-310,1552,74,"ecc_256_modp (const struct ecc_modulo *p, mp_limb_t *rp)",0,1,0,0,1,vulnerable_changed,0.012684941291809082,0.954434002924965,ecc_256_modp|assert|q1|q2|mpn_submul_1|cnd_sub_n|cnd_add_n
idx:210551,210551,icl_baseline_only,1,oniguruma,CWE-125,3190,134,"expand_case_fold_string(Node* node, regex_t* reg)",1,0,0,0,1,vulnerable_changed,0.004279673099517822,1.0,IS_NULL|onig_node_free|onig_node_list_add|IS_NOT_NULL|expand_case_fold_string|STR_|NODE_STRING_IS_AMBIG|ONIGENC_GET_CASE_FOLD_CODES_BY_STR|enclen|onig_node_new_str|onig_node_str_cat|expand_case_fold_string_alt|NODE_CAR|expand_case_fold_make_rem_string|swap_node
idx:206670,206670,icl_baseline_only,1,nbdkit,CWE-924,18843,536,negotiate_handshake_newstyle_options (void),1,0,0,1,1,vulnerable_changed,0.004711747169494629,0.8112781244591328,send_newstyle_option_reply|debug|name_of_nbd_opt|conn_recv_full|nbdkit_error|be32toh|memcpy|check_export_name|send_newstyle_option_reply_meta_context|finish_newstyle_options|be16toh|backend_finalize|backend_close|send_newstyle_option_reply_info_str|strncmp|negotiate_handshake_newstyle_options|be64toh|long|malloc|memset
idx:195742,195742,icl_baseline_only,1,gpac,CWE-476,15815,498,"static GF_Err gf_isom_parse_movie_boxes_internal(GF_ISOFile *mov, u32 *boxType, u64 *bytesMissing, Bool progressive_mode)",1,0,0,1,1,vulnerable_changed,0.012874484062194824,0.8112781244591328,gf_isom_box_del|gf_list_add|GF_LOG|gf_list_count|gf_list_get|gf_bs_get_position|senc_Parse|gf_isom_push_mdat_end|gf_isom_meta_restore_items_ref|convert_compact_sample_groups|gf_isom_box_new|gf_list_del_item|gf_isom_parse_movie_boxes_internal|assert|gf_bs_seek|gf_bs_available|gf_isom_parse_root_box|gf_isom_setup_traf_inheritance|gf_isom_box_array_del|one
idx:445881,445881,icl_baseline_only,0,file-roller,CWE-22,1868,59,_fr_window_ask_overwrite_dialog (OverwriteData *odata),0,1,0,0,1,vulnerable_changed,0.0021238327026367188,1.0,GTK_WINDOW|_|_fr_window_ask_overwrite_dialog|_g_path_get_relative_basename_safe|g_file_get_child|g_file_query_info_async|g_object_unref|_g_string_list_free|_fr_window_archive_extract_from_edata|_gtk_message_dialog_new|gtk_dialog_set_default_response|GTK_DIALOG|fr_window_show_error_dialog|fr_window_stop_batch|g_free
idx:198259,198259,icl_baseline_only,1,tensorflow,CWE-369,1647,33,void Compute(OpKernelContext* context) override {,1,0,1,1,1,vulnerable_changed,0.02518153190612793,0.954434002924965,OP_REQUIRES_OK|size|input|dim_size|Compute|input_list|DCHECK_GT|ValidateIndices|OP_REQUIRES|dims|InvalidArgument|MakeSplits|WriteSplits|WriteValues
idx:196316,196316,icl_baseline_only,1,barebox,CWE-200,292,18,"int digest_generic_verify(struct digest *d, const unsigned char *md)",1,0,1,1,1,fixed_changed,-0.001987636089324951,0.5435644431995964,digest_generic_verify|digest_length|xmalloc|digest_final|memcmp|free
idx:204412,204412,icl_baseline_only,1,bpf,CWE-787,1123,42,"static void *__bpf_ringbuf_reserve(struct bpf_ringbuf *rb, u64 size)",1,0,0,1,0,safe_background,0.0005410909652709961,0.954434002924965,smp_load_acquire|spin_unlock_irqrestore|__bpf_ringbuf_reserve|unlikely|round_up|in_nmi|spin_trylock_irqsave|spin_lock_irqsave|than|bpf_ringbuf_rec_pg_off|smp_store_release
idx:208107,208107,icl_baseline_only,1,linux,CWE-703,913,44,"static int xfrm_expand_policies(const struct flowi *fl, u16 family,",1,0,0,0,1,vulnerable_changed,0.0027914047241210938,1.0,IS_ERR|PTR_ERR|xfrm_expand_policies|xfrm_policy_lookup_bytype|xp_net|xfrm_pols_put
idx:210887,210887,icl_baseline_only,1,qemu,CWE-835,491,14,"e1000_send_packet(E1000State *s, const uint8_t *buf, int size)",1,0,1,1,1,vulnerable_context,0.00038635730743408203,0.8112781244591328,e1000_send_packet|qemu_get_queue|receive|qemu_send_packet|inc_tx_bcast_or_mcast_count|e1000x_increase_size_stats
idx:213370,213370,icl_baseline_only,1,glib,CWE-754,3733,117,"g_socket_client_connected_callback (GObject      *source,",1,0,0,0,1,vulnerable_context,0.005446016788482666,1.0,connection_attempt_unref|enumerator_next_async|g_object_unref|g_clear_error|g_steal_pointer|g_socket_client_emit_event|_|g_socket_client_connected_callback|g_task_return_error_if_cancelled|g_source_destroy|g_clear_pointer|g_socket_connection_connect_finish|G_SOCKET_CONNECTION|g_cancellable_is_cancelled|clarify_connect_error|set_last_error|connection_attempt_remove|g_slist_next|g_cancellable_cancel|g_slist_free
idx:197719,197719,icl_baseline_only,1,tensorflow,CWE-125,2111,45,void Compute(OpKernelContext* context) override {,1,0,1,1,1,vulnerable_changed,0.057861506938934326,0.5435644431995964,OP_REQUIRES_OK|size|allocate_output|TensorShape|Compute|input_list|set_values|input|mutable_nested_splits|reserve|append_splits|move|splits|OP_REQUIRES|Internal|encoded_vector_t
idx:212822,212822,icl_baseline_only,1,ghostpdl,CWE-787,501,14,"pcl_status_read(byte * data, uint max_data, pcl_state_t * pcs)",1,0,1,0,1,safe_background,-0.001347959041595459,0.954434002924965,pcl_status_read|min|memcpy|gs_free_object
idx:195029,195029,icl_baseline_only,1,tensorflow,CWE-125,2052,62,void Node::RunForwardTypeInference() {,1,0,1,0,1,vulnerable_changed,0.002110421657562256,0.954434002924965,size|DebugString|DCHECK|dst_input|at|ClearTypeInfo|def|type_id|args_size|emplace_back|RunForwardTypeInference|VLOG|input_nodes|input_idx|IsControlEdge|src|src_output|FullTypeDef|has_experimental_type|experimental_type
idx:216654,216654,icl_baseline_only,1,core,CWE-20,4342,109,"auth_request_get_var_expand_table_full(const struct auth_request *auth_request,",1,0,0,0,1,vulnerable_changed,0.0036500096321105957,0.954434002924965,escape_func|dec2str|t_strcut|strchr|net_ip2addr|auth_request_get_var_expand_table_full|N_ELEMENTS|t_malloc|memset|memcpy|strrchr
idx:225062,225062,icl_baseline_only,0,postgres,CWE-522,47132,1623,PQconnectPoll(PGconn *conn),0,1,0,0,0,vulnerable_changed,0.006590843200683594,0.5435644431995964,libpq_gettext|appendPQExpBuffer|appendPQExpBufferStr|SOCK_STRERROR|PQclear|PQgetResult|pg_getaddrinfo_all|pg_is_in_recovery|IS_AF_UNIX|PQisBusy|sendTerminateConn|pqReadData|gai_strerror|free|socket|setsockopt|send|strcmp|pqPacketSend|pqGetc
idx:202256,202256,icl_baseline_only,1,qtbase,CWE-787,9164,235,"void QPaintEngineEx::stroke(const QVectorPath &path, const QPen &inPen)",1,0,1,1,1,vulnerable_changed,0.002602994441986084,0.5435644431995964,state|x|y|lineTo|points|size|moveTo|hasImplicitClose|data|elementCount|widthF|strokePath|QTransform|stroke|style|isCosmetic|qMax|dashPattern|setStyle|color
