author_no_yes_correct,author_no_yes_pred,best_ensemble_correct,best_ensemble_pred,bounds_keyword_count,char_len,cwe,error_handling_keyword_count,idx,lifecycle_keyword_count,line_count,memory_api_count,null_keyword_count,old_rag_correct,old_rag_pred,patch_contrast_correct,patch_contrast_pred,positive_weighted_rag_correct,positive_weighted_rag_pred,project,retrieval_pos_neg_margin_max,retrieval_top1_score,target,token_len_approx,yes_only_correct,yes_only_pred,zero_shot_correct,zero_shot_pred,base_pred_column,base_pred,repair_verifier_available,repair_verifier_pred,repair_present,repair_type,repair_confidence,repair_evidence,repair_reason,repair_override,repair_applied_pred,repair_applied_correct
1,1,1,1,0,1715,CWE-120,5,195069,1,49,0,0,1,1,1,1,1,1,gpac,-0.0004793405532836914,0.9593364000320435,1,403,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,4701,CWE-416,7,195073,3,95,2,1,1,1,1,1,1,1,tensorflow,0.004166722297668457,0.9432036876678467,1,987,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,11,2689,CWE-415,12,195074,0,83,0,4,1,1,1,1,1,1,gpac,0.0035380125045776367,0.9602817296981812,1,645,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1076,CWE-862,1,195082,0,40,0,0,0,0,0,0,0,0,linux,0.005227863788604736,0.9523025155067444,1,264,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1232,CWE-617,8,195083,0,31,0,4,1,1,0,0,1,1,tensorflow,0.004552125930786133,0.9432876110076904,1,291,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,11,2597,CWE-754,5,195091,0,57,0,0,0,0,0,0,0,0,tensorflow,0.0,0.9504196643829346,1,585,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,0,2070,CWE-843,16,195092,0,64,0,1,0,0,0,0,0,0,hermes,0.006906986236572266,0.9304217100143433,1,352,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,1,3786,CWE-295,38,195095,1,118,1,12,1,1,0,0,1,1,e2guardian,0.01042938232421875,0.9269136786460876,1,769,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1780,CWE-362,5,195220,0,68,0,0,1,1,1,1,1,1,tmate-ssh-server,0.016721069812774658,0.9535486698150635,1,390,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,6,7256,CWE-125,11,195230,2,215,0,4,1,1,1,1,1,1,pjproject,0.004028499126434326,0.9508480429649353,1,1817,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,medium,"The target function iterates over packet blocks using `while ((pj_int32_t*)rb_hdr < (pj_int32_t*)pkt + pkt_len)` and advances `rb_hdr` by `rb_len + 1`, but lacks bounds checks to ensure `rb_len` is large enough to safely dereference `rb_hdr` fields or to prevent out-of-bounds reads when casting `rb_hdr` to specific block types (e.g., `rb_rr_time`, `rb_dlrr`, `rb_stats`, `rb_voip_mtc`) and accessing their internal fields.","The historical evidence requires bounds/shape checks before dereferencing packet sub-structures to prevent out-of-bounds reads (CWE-125), and the target function lacks equivalent guards when casting and dereferencing its RTCP XR report blocks.",0,1,1
1,1,1,1,4,4464,CWE-476,18,195231,0,161,4,2,1,1,1,1,1,1,gpac,0.002812027931213379,0.9678078293800354,1,1010,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is an AVC NALU parser in the gpac project, which does not contain USB endpoint iteration, NULL checks for missing endpoints, or HTTP response parsing null-termination guards.","The historical repair evidence is from a Linux USB driver and an HTTP parser, which is behaviorally irrelevant to the target gpac AVC NALU parser; therefore, the target lacks the specific repair and the first-stage YES should not be rejected.",0,1,1
0,0,0,0,0,360,CWE-787,3,195233,0,10,0,1,0,0,0,0,0,0,tensorflow,-0.0008819103240966797,0.9283635020256042,1,70,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,7,1873,CWE-617,2,195234,0,45,0,0,0,0,0,0,0,0,tensorflow,0.0020232200622558594,0.9212559461593628,1,406,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,38,7995,CWE-190,52,195237,0,257,4,18,1,1,1,1,1,1,ImageMagick,0.011409521102905273,1.0,1,1841,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,3,22734,CWE-125,23,195264,0,734,0,11,0,0,1,1,0,0,pcre2,0.007847905158996582,0.9262903928756714,1,5048,0,0,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,4637,CWE-476,14,195274,2,118,0,0,0,0,0,0,0,0,tensorflow,0.004723846912384033,0.9386633634567261,1,924,1,1,1,1,best_ensemble_pred,1,1,1,False,null_check,high,"The historical patch adds a null/missing endpoint check (`if (!dev->in_ep || !dev->out_ep)`) and replaces a direct pointer dereference (`dev->udev->ep_in[1]->desc.wMaxPacketSize`) with a safe API (`usb_endpoint_maxp(desc)`). The target function is a TensorFlow graph optimizer that performs shape property checks (e.g., `if (mul_props.empty() || conv_props.empty())`) and does not contain the USB-specific null checks or API replacements.","The historical repair evidence is specific to USB endpoint null-dereference prevention in a Linux kernel driver and cannot be mapped to the TensorFlow graph optimization logic, making the evidence irrelevant to the target's behavior pattern.",0,1,1
1,1,1,1,0,3667,CWE-908,5,195291,0,87,2,1,1,1,1,1,1,1,tensorflow,0.0,0.9583176374435425,1,707,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,18,1302,CWE-476,2,195293,0,59,0,0,0,0,1,1,0,0,mruby,0.0025893449783325195,0.9120312929153442,1,349,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,967,CWE-843,1,195294,1,27,0,1,0,0,1,1,0,0,tensorflow,0.001466989517211914,0.9599606990814209,1,221,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,8,3885,CWE-125,0,195295,0,178,0,0,1,1,1,1,0,0,mruby,0.0,0.9405497312545776,1,1004,0,0,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,2354,CWE-787,3,195296,1,56,0,0,1,1,1,1,1,1,uWebSockets,-0.0011370182037353516,0.9244944453239441,1,439,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,The target function is a uWebSockets topic publish method with no TensorFlow dataset output dtype validation logic present.,"The historical repair evidence is specific to TensorFlow dataset output dtype and size validation, which is entirely irrelevant to the uWebSockets target function's topic tree traversal and wildcard matching logic.",0,1,1
1,1,1,1,0,10440,CWE-20,34,195308,1,275,0,5,1,1,0,0,0,0,flatpak,0.001347362995147705,0.9748321771621704,1,2159,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,19,11823,CWE-400,33,195309,1,346,10,15,1,1,1,1,1,1,squid,0.005326509475708008,0.9442914724349976,1,2023,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,4,1840,CWE-415,5,195328,0,84,1,1,1,1,1,1,1,1,gpac,0.005679607391357422,0.9576780796051025,1,596,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,3246,CWE-843,6,195331,0,87,0,1,1,1,1,1,1,1,tensorflow,-3.9458274841308594e-05,0.9754899740219116,1,759,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,2502,CWE-415,3,195334,0,74,0,0,1,1,1,1,1,1,gpac,0.005014538764953613,0.955898642539978,1,514,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,low,"The target function iloc_box_read does not contain the variables sps->poc_cycle_length or state->bs, nor does it contain the specific bounds clamping or conditional guard removals shown in the historical evidence.","The historical patches address different functions and variables (avc-h264 SPS parsing and OBU state cleanup) that are not present in the target iloc_box_read function, making the evidence irrelevant to this specific vulnerability.",0,1,1
1,1,1,1,14,6813,CWE-190,4,195340,0,129,0,1,0,0,1,1,1,1,tensorflow,0.00843900442123413,0.9523455500602722,1,1225,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,3,7263,CWE-125,1,195343,0,141,0,1,1,1,1,1,1,1,tensorflow,0.004746079444885254,0.9698425531387329,1,1261,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,0,3354,CWE-276,57,195385,0,89,0,23,0,0,0,0,0,0,flatpak,0.008996784687042236,0.935231626033783,1,412,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,0,0,27,46206,CWE-522,191,195388,29,1597,8,13,0,0,0,0,0,0,postgres,0.006590843200683594,0.9400221109390259,1,8918,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
0,0,0,0,0,699,CWE-617,4,195389,0,19,0,0,0,0,0,0,0,0,tensorflow,0.0,0.9200434684753418,1,196,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,13,4681,CWE-190,3,195391,0,107,0,0,1,1,1,1,1,1,tensorflow,0.0034638047218322754,0.9594714045524597,1,927,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function contains general bounds validation for splits (e.g., `splits_vec(i) <= input_data_size`) but lacks any `SIZE_MAX` overflow guard for multiplication-based size calculations like `xcalloc(p->sem_nsems, sizeof(struct sem_elem))`.","The historical patch adds a SIZE_MAX overflow guard for a multiplication-based allocation in a different project (util-linux), which cannot be mapped to the target TensorFlow function that relies on safe framework APIs and lacks the specific vulnerable pattern.",0,1,1
1,1,1,1,7,1512,CWE-134,1,195398,0,49,1,0,0,0,0,0,1,1,v4l2loopback,0.002740621566772461,0.9611207246780396,1,318,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,449,CWE-476,3,195399,0,14,0,0,1,1,1,1,1,1,tensorflow,-0.0029261112213134766,0.9233471155166626,1,91,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard|bounds_or_shape_check|null_check,high,The target function dereferences `input_node` via `IsSwitch(*input_node)` without checking if `graph.GetNode(tensor_id.node())` returned a null pointer.,"The historical patch adds a null check (`!cm_id->device`) before dereferencing a pointer, but the target function lacks an equivalent null check on `input_node` before dereferencing it, leaving the same class of null-dereference vulnerability present.",0,1,1
1,1,1,1,5,312,CWE-190,1,195402,0,10,0,0,1,1,0,0,1,1,tensorflow,-0.0033718347549438477,0.9300939440727234,1,72,1,1,1,1,best_ensemble_pred,1,1,1,False,added_guard|bounds_or_shape_check,high,"The target function computes a struct size via `sizeof(dummy) + sizeof(dummy.data[0]) * size` without any bounds or overflow guard on the `size` input, and lacks any array indexing or `else if` size check analogous to the icoutils patch.","The historical patch adds a bounds check and an `else if` size guard for array indexing in icoutils, which is behaviorally unrelated to the target's integer arithmetic size computation; the target lacks any such guard for its own overflow risk, so the repair is absent and irrelevant to reject the YES.",0,1,1
0,0,0,0,4,260,CWE-190,5,195403,0,8,1,1,0,0,0,0,0,0,tensorflow,-0.0007879137992858887,0.9447267055511475,1,56,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,7,4646,CWE-369,3,195404,0,114,0,3,1,1,1,1,1,1,tensorflow,-0.0012090802192687988,0.9650185704231262,1,980,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function checks `tensor_in.dims() == tensor_in_and_out_dims` for a 4D tensor, but lacks the specific `IsMatrix`, `IsVector`, and `dim_size` rank/shape matching checks for sparse tensor inputs that the historical patch requires.","The historical repair adds specific shape validation (IsMatrix, IsVector, and dim_size matching) for sparse tensor inputs before calling ReshapeSparseTensor, which is a completely different operation and code path from the target's 4D dense tensor fractional max pooling logic, so the specific repair obligation is not present in the target.",0,1,1
1,1,1,1,38,7979,CWE-190,51,195405,0,259,4,18,1,1,1,1,1,1,ImageMagick6,0.00982201099395752,0.9999998807907104,1,1820,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,269,CWE-476,3,195409,0,11,0,1,1,1,0,0,1,1,gpac,0.0005376338958740234,0.9447957277297974,1,88,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
0,0,1,1,1,2921,CWE-476,1,195410,0,58,2,0,1,1,1,1,1,1,tensorflow,0.0026079416275024414,0.9493675827980042,1,564,0,0,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,4,3200,CWE-476,32,195471,2,105,3,15,1,1,1,1,0,0,weechat,0.004722297191619873,0.9251090884208679,1,623,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,14,3314,CWE-119,11,195565,0,136,3,4,1,1,1,1,1,1,hhvm,0.010402560234069824,0.9301630854606628,1,876,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function is a number formatting routine in hhvm that uses snprintf and memcpy with manual length tracking, lacking any pascal string length deduction logic.","The historical patch addresses a specific bounds calculation bug in the 'file' project's pascal string (FILE_PSTRING) handling by deducting the length size (sz) from the buffer size, which is entirely unrelated to the target's number formatting logic and thus cannot be mapped to any repair in the target.",0,1,1
1,1,1,1,4,410,CWE-787,3,195626,0,19,1,0,1,1,1,1,1,1,qemu,0.0028516054153442383,0.9710602760314941,1,98,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function `send_control_msg` in the `qemu` project contains a `memcpy(elem.in_sg[0].iov_base, buf, len)` operation without checking if `len` fits within the bounds of `elem.in_sg[0]`, but the historical evidence describes a batched buffer overflow fix in the `linux` kernel's vhost networking subsystem.","The historical patch addresses a specific vhost_net RX batching overflow in the Linux kernel, which is behaviorally and structurally unrelated to the unchecked `memcpy` in the QEMU target function, making the evidence irrelevant and the repair not present in the target.",0,1,1
0,0,1,1,0,1859,CWE-476,7,195629,1,42,0,5,0,0,1,1,0,0,tensorflow,0.014657318592071533,0.9446703791618347,1,387,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,16,4339,CWE-703,21,195665,15,155,18,2,1,1,0,0,0,0,njs,0.010452032089233398,0.9708391427993774,1,900,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,The target function contains a bounds check `if (njs_slow_path((length + delta) > NJS_MAX_LENGTH))` which is structurally similar but operates on different variables and logic than the harfbuzz patch's `2 * (this->num_advances + this->num_metrics) > hb_blob_get_length (this->blob)`.,"The historical repair evidence is from a different project (harfbuzz) and fixes a specific incorrect comparison operator (< to >) for font metric bounds, which cannot be mapped to the njs array splice logic, making the evidence irrelevant to this target's vulnerability.",0,1,1
1,1,1,1,0,3296,CWE-703,4,195670,3,121,0,0,1,1,1,1,1,1,pjproject,0.0013625621795654297,0.93860924243927,1,798,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,40,51274,CWE-703,122,195691,0,1844,0,19,1,1,0,0,1,1,mruby,-0.004718959331512451,0.9957659244537354,1,11267,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,2,2805,CWE-200,5,195692,0,55,0,1,1,1,1,1,1,1,FreeRTOS-Kernel,-0.0006622076034545898,0.9151371717453003,1,427,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,1,3323,CWE-703,0,195720,1,80,0,0,1,1,0,0,0,0,mvfst,0.004237353801727295,0.9019692540168762,1,581,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is a QUIC server handshake state updater in mvfst, which lacks any TensorFlow tensor dimension/shape validation APIs (GetTensorDim, OP_REQUIRES, NumElements) or equivalent logic.","The historical repair evidence is specific to TensorFlow tensor shape validation and is entirely irrelevant to the target function's QUIC cryptographic handshake cipher management, so no mapped repair exists to reject the initial YES.",0,1,1
1,1,1,1,11,6317,CWE-703,12,195740,3,170,0,0,1,1,1,1,1,1,libjpeg,0.0031682252883911133,0.9484370946884155,1,1457,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,5436,CWE-703,12,195741,3,150,0,0,1,1,1,1,1,1,libjpeg,0.007076263427734375,0.9254448413848877,1,1176,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,13,15815,CWE-476,50,195742,1,498,1,9,0,0,1,1,1,1,gpac,0.012874484062194824,0.9674011468887329,1,3413,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is an ISOBMFF movie box parser in the gpac project, which is completely unrelated to the XFS inode fork verification logic in the linux kernel.","The historical repair evidence addresses an XFS filesystem inode verification vulnerability (CWE-476) and cannot be mapped to the target's ISOBMFF parsing logic, making the evidence irrelevant and leaving the first-stage YES unrejected.",0,1,1
1,1,1,1,1,2398,CWE-476,1,195752,0,47,2,0,1,1,1,1,1,1,tensorflow,-0.000141143798828125,0.9620176553726196,1,472,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,1049,CWE-703,1,195768,0,23,2,0,1,1,1,1,1,1,tensorflow,0.0016388297080993652,0.9521333575248718,1,220,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function operates on QuantileStreamResource and checks epsilon > 0, but lacks any GetTensorDim, NumElements, or shape validation checks for scale, offset, estimated_mean, or estimated_variance.","The historical patch adds shape/element count validation guards for FusedBatchNorm parameters, which are entirely absent and irrelevant to the target's QuantileStreamResource creation logic.",0,1,1
1,1,1,1,1,1444,CWE-369,0,195800,0,47,0,0,0,0,0,0,0,0,deark,0.0006301999092102051,0.9547429084777832,1,446,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,3632,CWE-476,11,195801,0,125,0,4,1,1,1,1,1,1,php-src,0.01088571548461914,0.9859155416488647,1,943,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,4198,CWE-703,11,195908,1,148,1,1,1,1,1,1,1,1,linux,0.005037069320678711,0.9569805860519409,1,827,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,166,79137,CWE-125,140,195909,4,2411,37,39,1,1,1,1,1,1,ImageMagick,-0.004742741584777832,1.0,1,13477,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function (ReadOneMNGImage) does not contain any MagickMin calls or a `number_channels` variable, and its loop bounds use `MNG_MAX_OBJECTS` or `length/3` rather than `GetPixelChannels(Cr_image)`.","The historical patch applies a bounds/shape check (MagickMin) to a complex images channel iteration loop, which is entirely absent from the target MNG reader function that operates on different data structures and logic.",0,1,1
1,1,1,1,1,983,CWE-787,3,195954,4,38,0,0,1,1,1,1,1,1,pjproject,-0.0008103847503662109,0.959976077079773,1,249,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,10,7615,CWE-787,1,195965,0,163,0,1,1,1,1,1,1,1,tensorflow,0.0031522512435913086,0.9539929628372192,1,1474,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,313,CWE-703,1,195984,0,18,0,0,1,1,1,1,1,1,gpac,0.0006006360054016113,0.9499939680099487,1,92,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function reads bytes into a fixed-size 1024-byte buffer (`str[1024]`) in a while(1) loop without checking if `i` exceeds the buffer bounds, and the historical repair (changing a loop bound from `END_CMDS` to `END_CMDS - 1`) is from a completely different project and context.","The historical repair is a bounds check on a command iteration loop in radare2, which is behaviorally irrelevant to the target's buffer overflow risk in gpac; thus, the specific repair is absent and the vulnerability remains.",0,1,1
0,0,0,0,3,1227,CWE-269,3,196276,0,33,0,0,0,0,0,0,0,0,lsquic,0.00020110607147216797,0.9467276930809021,1,212,0,0,0,0,best_ensemble_pred,0,0,,,,,,,0,0,0
1,1,1,1,3,292,CWE-200,2,196316,1,18,2,0,1,1,1,1,1,1,barebox,-0.001987636089324951,0.9465223550796509,1,85,1,1,1,1,best_ensemble_pred,1,1,1,False,unknown,high,"The target function is a simple digest verification routine using xmalloc, digest_final, memcmp, and free, with no snprintf, buffer resizing loop, or dynamic message formatting logic present.","The historical patch addresses a buffer overflow/insufficient space issue in miniupnp by adding a loop to dynamically resize a snprintf buffer, which is entirely unrelated to the target function's static digest comparison logic.",0,1,1
1,1,1,1,12,18096,CWE-416,103,196328,3,684,2,43,1,1,0,0,1,1,vim,0.005884289741516113,0.9577686786651611,1,4303,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,0,803,CWE-787,5,196578,0,29,0,1,1,1,1,1,1,1,vim,-0.00331193208694458,0.946467399597168,1,205,1,1,1,1,best_ensemble_pred,1,0,,,,,,,0,1,1
1,1,1,1,14,3420,CWE-369,0,196587,0,69,0,0,1,1,1,1,1,1,tensorflow,0.003684103488922119,0.960565447807312,1,729,1,1,1,1,best_ensemble_pred,1,1,1,False,bounds_or_shape_check,high,"The target function operates on a `Var` resource tensor and `indices`/`updates` inputs, lacking the specific `IsMatrix`, `IsVector`, and `dim_size` shape validation checks on `input_indices_in` and `input_shape_in` that the historical patch introduced.","The historical patch adds shape validation checks (IsMatrix, IsVector, and dim_size matching) for sparse tensor inputs before calling ReshapeSparseTensor, but the target function is a different scatter update operation that does not contain these specific guards for the same risky operation.",0,1,1
0,0,1,1,1,1007,CWE-284,10,196611,0,50,0,2,0,0,0,0,0,0,booth,0.001924753189086914,0.9564363956451416,1,263,1,1,0,0,best_ensemble_pred,1,0,,,,,,,0,1,1
